age,job,marital,education,default credit,balance,housing,loan,contact,duration,poutcome,Result
34,blue-collar,single,secondary,no,79,no,yes,cellular,104,unknown,no
34,technician,divorced,tertiary,no,674,yes,no,cellular,587,unknown,yes
27,services,married,secondary,no,0,yes,no,cellular,1608,unknown,yes
43,unemployed,married,tertiary,no,58,yes,no,cellular,48,unknown,no
41,technician,married,tertiary,no,532,yes,no,cellular,74,unknown,no
72,retired,married,secondary,no,4130,no,no,cellular,427,unknown,no
35,blue-collar,married,primary,no,422,yes,no,cellular,73,unknown,no
41,management,married,tertiary,no,437,yes,no,unknown,14,unknown,no
36,blue-collar,divorced,primary,no,-308,yes,no,cellular,725,unknown,yes
51,housemaid,married,primary,no,30,yes,no,cellular,333,unknown,no
37,self-employed,married,tertiary,no,137,no,no,cellular,244,unknown,no
42,admin.,single,secondary,no,-247,yes,yes,telephone,519,other,yes
26,admin.,single,secondary,no,321,yes,no,cellular,242,unknown,no
23,services,single,secondary,no,250,yes,no,cellular,222,unknown,no
50,management,married,tertiary,no,-470,yes,no,cellular,130,failure,no
37,blue-collar,married,secondary,no,140,yes,yes,cellular,490,unknown,no
35,management,married,tertiary,no,2793,no,no,cellular,258,unknown,no
37,management,married,tertiary,no,410,no,no,cellular,337,unknown,no
79,retired,divorced,unknown,no,2628,no,no,telephone,220,failure,no
39,technician,married,secondary,no,116,no,no,cellular,79,success,no
47,services,married,secondary,no,0,yes,no,telephone,250,unknown,no
44,blue-collar,married,secondary,no,878,yes,no,cellular,130,unknown,no
36,management,single,tertiary,no,2944,no,no,cellular,882,unknown,yes
33,blue-collar,single,secondary,no,3975,yes,yes,cellular,515,other,no
42,services,married,secondary,no,96,yes,no,cellular,238,failure,no
35,technician,single,tertiary,no,2288,no,no,telephone,32,unknown,no
31,blue-collar,married,secondary,no,472,yes,no,unknown,907,unknown,no
58,services,married,primary,no,65,no,no,unknown,162,unknown,no
46,management,married,tertiary,no,0,no,no,unknown,70,unknown,no
41,admin.,single,secondary,no,400,yes,no,unknown,99,unknown,no
58,technician,married,secondary,no,7495,yes,no,unknown,325,unknown,no
33,blue-collar,married,secondary,no,137,no,yes,cellular,305,unknown,no
31,unemployed,married,secondary,no,24,yes,no,cellular,631,unknown,no
55,technician,divorced,secondary,no,3450,no,no,cellular,169,failure,yes
38,technician,single,secondary,no,311,yes,no,cellular,61,unknown,no
55,housemaid,married,secondary,no,139,no,no,cellular,256,unknown,no
47,management,single,tertiary,no,0,no,no,unknown,58,unknown,no
51,housemaid,married,primary,no,492,yes,no,unknown,142,unknown,no
46,management,single,tertiary,no,334,yes,no,telephone,36,other,no
61,management,married,tertiary,no,997,no,no,cellular,106,unknown,yes
47,management,single,tertiary,no,440,no,no,cellular,71,unknown,no
34,technician,married,secondary,no,47,no,no,cellular,132,unknown,no
34,blue-collar,married,secondary,no,1298,yes,no,unknown,120,unknown,no
41,management,divorced,tertiary,no,3355,no,no,cellular,181,failure,no
36,blue-collar,divorced,secondary,no,-11,no,no,unknown,152,unknown,no
26,blue-collar,single,secondary,no,396,yes,no,unknown,302,unknown,no
35,management,married,tertiary,no,8,no,no,cellular,93,unknown,yes
36,blue-collar,married,secondary,no,1409,no,no,unknown,235,unknown,no
26,management,single,tertiary,no,170,no,no,cellular,129,unknown,yes
58,management,married,primary,no,2769,yes,no,cellular,94,unknown,no
50,blue-collar,married,secondary,no,2320,yes,no,cellular,310,unknown,no
61,retired,married,secondary,no,76,yes,no,cellular,195,unknown,no
28,technician,single,secondary,no,2034,yes,no,unknown,196,unknown,no
49,blue-collar,single,primary,no,3018,yes,no,unknown,93,unknown,no
74,retired,married,secondary,no,921,no,no,telephone,394,unknown,yes
53,blue-collar,married,secondary,no,483,yes,no,cellular,288,unknown,no
46,self-employed,married,secondary,no,390,yes,no,cellular,208,unknown,no
47,management,married,tertiary,no,0,no,no,cellular,508,unknown,yes
42,blue-collar,single,primary,no,92,no,no,cellular,86,unknown,no
56,services,married,secondary,no,22196,yes,no,cellular,189,unknown,no
42,technician,married,secondary,no,2,no,no,unknown,249,unknown,no
49,housemaid,married,primary,no,249,yes,no,cellular,450,unknown,no
43,unemployed,single,unknown,no,3274,yes,no,cellular,680,failure,no
39,services,married,secondary,no,5731,yes,no,unknown,175,unknown,no
66,retired,married,primary,no,206,no,no,cellular,479,unknown,yes
30,technician,single,tertiary,no,2325,no,no,cellular,270,other,no
38,management,single,tertiary,no,0,no,no,cellular,164,unknown,no
31,blue-collar,married,secondary,no,1664,yes,no,cellular,158,success,no
32,technician,married,secondary,no,3333,no,no,cellular,50,unknown,no
48,technician,married,secondary,no,7020,no,no,cellular,80,unknown,no
34,admin.,married,tertiary,no,37,no,no,cellular,45,unknown,no
28,student,single,secondary,no,28,no,no,cellular,220,unknown,no
40,admin.,single,secondary,no,1670,yes,no,unknown,161,unknown,no
36,entrepreneur,married,secondary,no,134,no,no,unknown,98,unknown,no
52,retired,married,secondary,no,603,no,yes,unknown,79,unknown,no
46,admin.,married,primary,no,276,yes,yes,unknown,157,unknown,no
25,technician,single,secondary,no,2157,yes,no,cellular,339,unknown,no
52,blue-collar,married,secondary,no,161,yes,no,unknown,274,unknown,no
40,blue-collar,married,primary,no,3658,yes,no,unknown,977,unknown,no
26,management,divorced,tertiary,yes,-402,no,yes,unknown,127,unknown,no
26,blue-collar,single,primary,no,3342,yes,no,unknown,329,unknown,no
35,self-employed,single,secondary,no,1732,no,no,telephone,1441,unknown,no
40,admin.,single,secondary,no,263,yes,no,unknown,231,unknown,no
31,management,married,tertiary,no,623,yes,no,cellular,96,failure,no
32,admin.,married,secondary,no,3540,yes,no,cellular,213,failure,no
33,admin.,married,secondary,no,95,yes,no,cellular,335,unknown,yes
53,services,divorced,secondary,no,765,yes,no,cellular,959,other,yes
46,technician,divorced,secondary,no,-824,yes,no,cellular,429,unknown,yes
28,management,single,tertiary,no,5549,no,no,cellular,383,unknown,no
31,blue-collar,married,secondary,no,191,yes,no,unknown,40,unknown,no
44,blue-collar,married,primary,no,420,yes,no,unknown,110,unknown,no
35,admin.,married,secondary,no,0,no,no,unknown,326,unknown,no
50,technician,divorced,unknown,no,2706,yes,no,unknown,179,unknown,no
32,technician,married,secondary,yes,4,yes,yes,cellular,132,unknown,no
51,admin.,married,secondary,no,423,yes,yes,cellular,95,unknown,no
51,management,married,tertiary,no,-892,yes,yes,cellular,248,unknown,no
31,blue-collar,married,unknown,no,-120,yes,no,cellular,100,failure,no
41,admin.,divorced,secondary,no,-365,yes,no,unknown,226,unknown,no
57,technician,married,tertiary,no,27069,no,yes,unknown,174,unknown,no
34,management,single,tertiary,no,8038,yes,no,cellular,29,failure,no
47,technician,married,secondary,no,-938,yes,no,unknown,176,unknown,no
47,admin.,divorced,secondary,no,1139,yes,no,cellular,106,unknown,no
36,self-employed,married,secondary,no,189,yes,no,cellular,136,failure,no
29,housemaid,single,tertiary,no,19,no,no,cellular,110,success,yes
39,technician,married,secondary,no,3663,no,no,cellular,230,unknown,no
53,blue-collar,single,unknown,no,0,no,no,unknown,140,unknown,no
47,blue-collar,married,secondary,yes,-614,yes,no,unknown,118,unknown,no
51,technician,divorced,secondary,no,2323,yes,yes,cellular,151,unknown,no
48,blue-collar,married,secondary,no,425,yes,no,telephone,693,unknown,no
32,technician,married,secondary,no,5122,no,no,cellular,31,unknown,no
36,management,divorced,tertiary,no,608,no,no,cellular,125,unknown,no
50,unknown,married,primary,no,341,yes,yes,cellular,670,success,yes
39,admin.,married,secondary,no,607,yes,no,cellular,454,failure,yes
31,blue-collar,married,secondary,no,1495,yes,yes,unknown,159,unknown,no
49,admin.,married,secondary,no,381,no,no,cellular,504,unknown,no
33,unemployed,divorced,secondary,no,385,no,no,telephone,29,unknown,no
26,management,single,tertiary,no,1274,yes,no,cellular,190,failure,no
27,blue-collar,married,secondary,no,362,yes,no,unknown,332,unknown,no
51,blue-collar,married,primary,no,377,yes,no,telephone,143,failure,no
26,admin.,single,secondary,no,802,no,no,cellular,77,other,no
45,admin.,married,secondary,no,194,no,no,cellular,517,unknown,no
54,technician,married,secondary,no,-315,no,yes,cellular,2029,unknown,yes
49,technician,married,tertiary,no,1843,yes,no,cellular,269,unknown,no
47,technician,married,secondary,no,-9,no,no,cellular,457,unknown,no
42,housemaid,married,primary,no,83,no,yes,cellular,184,unknown,no
50,entrepreneur,married,tertiary,no,433,yes,no,cellular,47,unknown,no
37,admin.,married,secondary,no,-107,yes,no,unknown,158,unknown,no
54,blue-collar,married,primary,no,4503,no,no,telephone,168,unknown,no
40,services,married,secondary,no,51,yes,no,cellular,50,unknown,no
50,services,married,secondary,no,961,no,yes,cellular,757,unknown,no
57,retired,married,secondary,no,49,yes,yes,cellular,93,unknown,no
33,technician,married,secondary,no,3470,no,no,cellular,285,unknown,no
49,technician,married,secondary,no,-147,yes,no,cellular,390,unknown,no
35,services,married,secondary,no,0,yes,no,cellular,146,unknown,no
28,blue-collar,single,secondary,no,0,yes,no,unknown,386,unknown,no
58,management,married,tertiary,no,172,no,no,cellular,145,unknown,no
31,admin.,single,secondary,no,-407,no,yes,cellular,230,unknown,no
36,management,divorced,tertiary,no,649,no,no,cellular,237,failure,no
49,blue-collar,single,primary,no,1040,no,no,cellular,474,unknown,no
30,unemployed,married,secondary,no,142,yes,no,unknown,350,unknown,no
29,services,single,secondary,no,209,yes,no,cellular,487,unknown,no
50,management,married,unknown,no,3304,no,no,unknown,1009,unknown,no
26,student,single,tertiary,no,294,no,no,cellular,87,success,yes
27,housemaid,married,secondary,no,4848,yes,yes,telephone,82,unknown,no
32,blue-collar,single,secondary,no,1670,yes,no,cellular,183,unknown,no
62,unknown,married,secondary,no,367,no,no,telephone,139,unknown,no
34,blue-collar,single,secondary,no,13683,yes,no,unknown,115,unknown,no
25,admin.,single,tertiary,no,1420,no,no,cellular,124,unknown,no
34,management,single,tertiary,no,340,yes,no,unknown,633,unknown,no
44,technician,single,secondary,no,1679,no,no,telephone,718,unknown,yes
38,management,married,tertiary,no,1198,yes,no,cellular,63,unknown,no
57,admin.,married,secondary,no,169,no,no,cellular,180,failure,no
36,self-employed,married,tertiary,no,506,no,no,cellular,47,failure,no
41,entrepreneur,married,secondary,no,1249,yes,no,cellular,391,unknown,no
36,management,single,tertiary,no,678,no,yes,unknown,85,unknown,no
27,management,single,tertiary,no,212,yes,no,cellular,373,unknown,no
37,technician,divorced,secondary,no,23,no,no,cellular,289,unknown,no
47,management,single,tertiary,no,4402,no,no,telephone,805,other,yes
31,services,divorced,primary,no,459,yes,no,cellular,623,success,yes
39,self-employed,married,secondary,no,4722,yes,no,unknown,483,unknown,no
35,admin.,divorced,tertiary,no,1555,yes,no,unknown,26,unknown,no
40,blue-collar,married,secondary,no,61,yes,no,unknown,112,unknown,no
38,management,single,tertiary,no,0,yes,no,cellular,213,unknown,no
31,technician,married,secondary,no,3706,yes,no,cellular,129,unknown,no
36,blue-collar,married,primary,no,1177,no,no,cellular,330,success,yes
53,management,married,primary,no,2096,no,no,unknown,104,unknown,no
59,blue-collar,married,primary,no,748,no,no,unknown,184,unknown,no
29,management,single,tertiary,no,3357,no,no,cellular,120,unknown,no
30,admin.,single,secondary,no,3809,yes,no,unknown,159,unknown,no
52,admin.,married,secondary,no,395,yes,no,unknown,391,unknown,no
55,blue-collar,married,secondary,no,1011,yes,no,cellular,112,unknown,no
56,blue-collar,married,primary,no,420,yes,no,unknown,76,unknown,no
32,admin.,married,secondary,no,76,yes,no,unknown,189,unknown,no
24,blue-collar,married,secondary,no,0,no,no,unknown,94,unknown,no
51,blue-collar,married,primary,no,844,yes,no,unknown,184,unknown,no
36,management,married,tertiary,no,1318,yes,no,cellular,100,unknown,no
36,technician,married,tertiary,no,167,yes,no,cellular,57,unknown,no
42,management,married,tertiary,no,2187,yes,no,cellular,525,unknown,yes
49,admin.,married,secondary,no,14440,yes,no,cellular,60,unknown,no
48,management,married,secondary,no,2294,yes,no,unknown,251,unknown,no
36,management,married,secondary,no,80,yes,no,unknown,251,unknown,no
48,management,married,primary,no,2537,no,no,cellular,219,unknown,no
30,technician,married,tertiary,no,569,no,no,cellular,976,unknown,yes
27,management,single,tertiary,yes,0,no,yes,cellular,46,unknown,no
38,entrepreneur,married,tertiary,no,0,yes,no,cellular,185,unknown,no
36,technician,single,secondary,yes,12,no,no,cellular,587,unknown,yes
45,technician,married,secondary,no,49,no,no,cellular,65,unknown,no
44,housemaid,married,tertiary,no,460,no,no,unknown,491,unknown,no
42,technician,married,secondary,no,613,yes,no,cellular,432,unknown,no
37,entrepreneur,married,tertiary,no,7944,no,no,cellular,102,unknown,no
48,blue-collar,married,secondary,no,1143,yes,no,cellular,264,failure,no
57,retired,married,primary,no,-464,yes,no,cellular,75,failure,no
44,services,married,secondary,no,1989,yes,yes,cellular,106,unknown,no
48,technician,married,secondary,no,17,yes,yes,cellular,81,unknown,no
56,retired,married,primary,no,-1,no,no,cellular,89,unknown,no
37,management,married,tertiary,no,1698,yes,no,unknown,95,unknown,no
47,blue-collar,married,secondary,no,5306,yes,no,unknown,322,unknown,no
54,housemaid,married,unknown,no,0,no,no,cellular,94,other,no
51,retired,divorced,secondary,no,1679,no,no,cellular,417,other,yes
47,admin.,married,secondary,no,3676,no,no,cellular,567,success,yes
25,management,married,tertiary,no,-242,yes,yes,cellular,600,other,yes
39,services,single,secondary,no,471,no,no,unknown,5,unknown,no
40,management,married,tertiary,no,8902,yes,no,cellular,464,unknown,no
38,management,single,tertiary,no,1704,no,no,cellular,222,unknown,no
34,management,married,tertiary,no,3050,yes,no,cellular,469,unknown,yes
53,housemaid,married,primary,no,2581,no,no,cellular,99,unknown,no
32,services,married,secondary,no,162,yes,no,unknown,297,unknown,no
35,blue-collar,married,secondary,no,243,yes,no,cellular,41,unknown,no
24,student,single,secondary,no,1847,no,no,cellular,390,unknown,no
58,blue-collar,married,primary,no,0,yes,no,unknown,535,unknown,no
49,management,married,primary,no,3371,no,no,cellular,269,unknown,yes
45,services,single,secondary,no,1757,yes,no,cellular,1010,other,no
55,management,married,tertiary,no,171,yes,no,cellular,73,unknown,no
42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,650,unknown,no
28,admin.,married,secondary,no,934,yes,no,unknown,53,unknown,no
48,blue-collar,married,secondary,no,-19,no,yes,unknown,270,unknown,no
51,management,single,tertiary,yes,-55,yes,no,cellular,119,unknown,no
38,housemaid,married,primary,no,21,no,no,cellular,634,unknown,no
27,blue-collar,single,secondary,no,14,no,no,unknown,72,unknown,no
50,technician,single,secondary,no,246,yes,no,cellular,270,failure,no
44,blue-collar,married,primary,no,887,yes,no,cellular,165,failure,no
40,management,married,tertiary,no,51,no,no,cellular,164,unknown,no
29,services,single,secondary,no,-287,yes,no,cellular,196,unknown,no
34,services,married,secondary,no,0,yes,no,cellular,78,unknown,no
44,self-employed,single,tertiary,no,2734,yes,no,cellular,897,unknown,yes
50,entrepreneur,married,tertiary,no,52,no,no,cellular,22,unknown,no
34,management,married,tertiary,no,2594,yes,no,cellular,161,unknown,no
54,retired,divorced,primary,no,22,no,no,unknown,23,unknown,no
34,technician,married,tertiary,no,1611,yes,no,cellular,490,unknown,no
34,admin.,single,tertiary,no,18,yes,yes,cellular,359,unknown,yes
52,blue-collar,married,primary,no,1331,yes,no,cellular,213,unknown,no
60,unknown,married,unknown,no,7337,no,no,cellular,122,unknown,no
39,management,single,secondary,no,835,yes,no,unknown,587,unknown,no
58,retired,married,primary,no,5092,no,no,unknown,199,unknown,no
41,technician,divorced,secondary,no,52,no,no,cellular,261,unknown,no
48,technician,married,secondary,no,10655,no,no,telephone,5,unknown,no
58,management,married,tertiary,no,1831,no,no,cellular,1531,unknown,no
40,self-employed,married,primary,no,92,yes,no,unknown,92,unknown,no
48,management,married,tertiary,no,586,yes,yes,cellular,179,unknown,no
52,blue-collar,divorced,primary,no,1758,yes,no,unknown,41,unknown,no
50,self-employed,married,secondary,no,2061,yes,yes,cellular,197,failure,no
25,technician,single,secondary,no,959,no,no,cellular,144,unknown,no
54,retired,married,primary,no,208,no,no,unknown,255,unknown,no
34,services,married,secondary,no,-315,yes,no,unknown,56,unknown,no
48,management,married,tertiary,yes,-13,yes,no,cellular,20,other,no
37,admin.,married,tertiary,no,801,no,no,cellular,331,unknown,no
66,retired,married,tertiary,no,1948,no,no,cellular,216,success,yes
32,management,single,tertiary,no,751,yes,no,unknown,64,unknown,no
45,blue-collar,married,secondary,no,784,yes,yes,unknown,34,unknown,no
43,blue-collar,single,secondary,no,24,no,no,cellular,68,failure,no
41,management,married,tertiary,no,72,yes,no,unknown,764,unknown,no
40,technician,divorced,tertiary,no,1871,yes,no,cellular,64,unknown,no
44,services,single,secondary,no,1378,yes,no,unknown,257,unknown,no
43,blue-collar,married,primary,no,188,yes,no,cellular,58,failure,no
30,unknown,single,tertiary,no,6836,no,no,cellular,30,unknown,no
32,services,married,secondary,no,61,yes,no,cellular,529,unknown,no
57,admin.,married,secondary,no,-967,yes,no,telephone,8,unknown,no
31,blue-collar,single,tertiary,no,462,yes,yes,unknown,147,unknown,no
49,unknown,married,secondary,no,0,no,no,cellular,173,unknown,no
31,admin.,single,secondary,no,5527,yes,no,unknown,132,unknown,no
41,admin.,married,tertiary,no,1287,no,no,unknown,286,unknown,no
44,management,married,tertiary,no,17361,no,no,unknown,476,unknown,no
54,entrepreneur,married,unknown,no,1956,no,no,cellular,221,unknown,no
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,146,unknown,yes
34,management,married,secondary,no,-294,yes,no,unknown,532,unknown,no
43,technician,married,secondary,no,275,no,no,cellular,69,unknown,no
44,management,married,tertiary,no,724,yes,no,cellular,157,failure,no
44,services,married,secondary,no,27,no,no,cellular,485,unknown,no
53,admin.,divorced,secondary,no,26,yes,no,cellular,56,failure,no
36,technician,married,secondary,no,191,no,no,cellular,69,unknown,no
58,technician,divorced,secondary,no,-123,no,no,cellular,131,unknown,no
26,student,single,secondary,no,-147,no,no,unknown,95,unknown,no
34,technician,single,secondary,no,179,no,no,cellular,294,unknown,no
55,blue-collar,married,primary,no,1086,yes,no,cellular,146,failure,no
55,blue-collar,married,secondary,no,471,yes,no,unknown,58,unknown,no
34,entrepreneur,married,tertiary,no,105,yes,no,unknown,249,unknown,no
41,entrepreneur,divorced,secondary,no,1588,yes,yes,unknown,10,unknown,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,255,success,yes
28,blue-collar,single,secondary,no,2700,no,no,cellular,337,unknown,no
41,technician,married,secondary,no,1602,yes,no,cellular,142,unknown,no
30,admin.,married,tertiary,no,0,yes,no,cellular,209,unknown,no
39,technician,married,unknown,no,839,no,no,unknown,825,unknown,no
41,admin.,married,secondary,no,21515,yes,no,unknown,87,unknown,no
36,technician,married,secondary,no,5902,yes,no,unknown,219,unknown,no
37,management,married,tertiary,no,547,yes,yes,unknown,143,unknown,no
59,self-employed,married,tertiary,no,3800,no,yes,cellular,70,unknown,no
26,technician,single,secondary,no,261,yes,no,unknown,371,unknown,no
43,technician,married,secondary,no,0,yes,yes,cellular,539,failure,no
42,management,married,secondary,yes,-34,no,no,cellular,176,unknown,no
46,blue-collar,married,unknown,no,9328,yes,no,cellular,725,unknown,yes
31,admin.,married,secondary,no,5,yes,yes,cellular,101,unknown,no
43,unemployed,married,secondary,no,3529,no,no,cellular,169,unknown,no
48,blue-collar,single,tertiary,no,2330,yes,no,unknown,15,unknown,no
41,blue-collar,married,secondary,no,1334,yes,no,cellular,234,unknown,no
32,self-employed,married,tertiary,no,3601,no,no,cellular,171,unknown,no
45,technician,married,tertiary,no,265,no,no,cellular,14,unknown,no
52,admin.,single,unknown,no,2227,no,no,cellular,242,unknown,yes
37,self-employed,married,secondary,no,487,no,yes,cellular,155,unknown,no
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,580,failure,no
36,services,single,secondary,no,174,yes,no,unknown,223,unknown,no
58,retired,married,secondary,no,14412,no,no,cellular,297,unknown,no
37,management,married,tertiary,no,3288,no,no,cellular,124,unknown,no
30,technician,single,secondary,no,57,no,no,cellular,465,unknown,no
47,technician,married,secondary,no,2246,yes,no,cellular,330,unknown,no
40,technician,married,secondary,no,4441,yes,no,cellular,153,failure,no
42,management,divorced,tertiary,no,0,no,no,unknown,131,unknown,no
71,unknown,married,tertiary,no,353,no,no,cellular,208,failure,no
54,blue-collar,married,secondary,no,448,yes,yes,cellular,98,unknown,no
53,entrepreneur,married,primary,no,27,yes,no,telephone,230,unknown,yes
33,blue-collar,divorced,secondary,no,474,no,no,cellular,400,unknown,no
30,technician,single,tertiary,no,1185,yes,no,cellular,284,failure,no
39,services,divorced,secondary,no,282,yes,no,cellular,243,unknown,no
32,blue-collar,married,secondary,no,2,yes,no,cellular,16,failure,no
34,technician,single,secondary,no,60,no,no,cellular,274,unknown,no
39,self-employed,single,tertiary,no,3972,no,no,cellular,122,unknown,no
75,retired,married,secondary,no,26452,no,no,telephone,219,unknown,no
33,admin.,divorced,secondary,no,818,yes,yes,cellular,301,unknown,no
40,services,married,secondary,no,9374,yes,no,cellular,7,failure,no
37,technician,married,unknown,no,47,no,no,unknown,374,unknown,no
69,retired,married,primary,no,279,no,no,telephone,26,unknown,no
52,unemployed,married,primary,no,20,yes,no,telephone,172,unknown,no
31,admin.,divorced,secondary,no,360,no,no,cellular,332,other,no
28,technician,single,secondary,no,1532,no,no,cellular,253,failure,no
29,management,single,tertiary,no,1673,no,no,cellular,200,other,no
46,services,married,secondary,no,2420,no,no,cellular,405,unknown,no
28,blue-collar,married,secondary,no,100,yes,yes,unknown,132,unknown,no
41,admin.,married,secondary,no,0,no,no,unknown,89,unknown,no
42,technician,divorced,secondary,no,1533,no,yes,cellular,86,unknown,no
34,admin.,single,secondary,no,296,no,no,cellular,147,unknown,no
28,blue-collar,married,secondary,no,2788,yes,no,unknown,369,unknown,yes
43,management,single,secondary,no,109,yes,no,unknown,64,unknown,no
32,technician,married,secondary,no,485,no,no,cellular,98,unknown,no
33,technician,single,tertiary,no,125,no,no,telephone,66,unknown,no
70,retired,married,secondary,no,616,no,no,cellular,149,failure,no
36,services,married,secondary,no,3064,yes,no,telephone,240,failure,no
53,technician,married,secondary,no,206,no,no,cellular,87,unknown,no
30,blue-collar,single,secondary,no,6900,no,no,cellular,816,unknown,no
45,services,divorced,secondary,no,-179,no,no,unknown,155,unknown,no
31,services,single,secondary,no,481,yes,no,cellular,106,failure,no
28,admin.,married,secondary,no,12,yes,no,cellular,73,other,no
45,blue-collar,married,primary,no,0,no,no,unknown,574,unknown,no
51,management,married,tertiary,no,176,yes,yes,unknown,8,failure,no
53,management,married,primary,no,4086,no,no,unknown,14,unknown,no
40,technician,married,secondary,no,257,yes,no,unknown,731,unknown,no
53,blue-collar,married,primary,no,53,yes,no,cellular,208,failure,no
31,blue-collar,divorced,secondary,no,6,yes,no,cellular,821,unknown,no
30,management,married,tertiary,no,562,no,no,cellular,137,unknown,no
53,entrepreneur,married,secondary,no,-118,yes,no,unknown,101,unknown,no
40,blue-collar,married,primary,no,2805,yes,no,cellular,173,failure,no
26,management,single,secondary,no,565,yes,no,unknown,582,unknown,no
47,blue-collar,married,secondary,no,0,yes,no,cellular,676,unknown,no
51,management,married,tertiary,no,1612,no,no,cellular,384,failure,no
45,unemployed,married,primary,no,180,yes,yes,unknown,62,unknown,no
35,management,married,tertiary,no,0,yes,no,cellular,295,unknown,no
36,management,single,tertiary,no,876,yes,no,unknown,241,unknown,no
57,admin.,married,secondary,no,2137,no,no,telephone,132,unknown,no
42,blue-collar,married,primary,no,260,yes,no,telephone,175,unknown,no
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,648,other,yes
30,management,married,tertiary,no,944,no,no,cellular,251,unknown,yes
36,technician,married,secondary,no,2394,no,no,cellular,184,unknown,no
43,technician,married,secondary,no,297,yes,no,cellular,119,unknown,no
69,retired,single,tertiary,no,2144,no,no,cellular,417,success,yes
31,technician,single,tertiary,no,969,no,no,cellular,95,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,125,unknown,no
26,entrepreneur,married,tertiary,no,37,yes,yes,cellular,207,failure,no
46,technician,married,secondary,no,410,no,yes,cellular,162,unknown,no
30,technician,married,secondary,no,1211,yes,no,cellular,176,unknown,no
33,management,single,tertiary,no,71,no,no,cellular,107,unknown,no
34,management,married,tertiary,no,436,yes,no,cellular,28,failure,no
48,blue-collar,married,primary,no,559,yes,no,unknown,1231,unknown,no
31,management,married,tertiary,no,1170,no,no,cellular,200,unknown,no
46,management,divorced,tertiary,no,25,no,no,unknown,103,unknown,no
40,services,married,secondary,no,1325,no,no,unknown,150,unknown,no
39,entrepreneur,married,secondary,no,0,no,no,cellular,108,unknown,no
33,technician,single,secondary,no,647,yes,yes,cellular,124,other,no
50,blue-collar,married,primary,no,2142,yes,no,cellular,309,other,no
84,retired,divorced,primary,no,639,no,no,telephone,353,unknown,yes
40,blue-collar,married,primary,no,177,yes,yes,telephone,742,unknown,no
55,management,married,tertiary,no,236,no,no,cellular,200,unknown,no
40,services,divorced,secondary,no,1959,yes,no,unknown,177,unknown,no
46,admin.,married,primary,no,96,no,no,telephone,151,unknown,no
43,self-employed,single,tertiary,no,0,no,no,unknown,147,unknown,no
34,blue-collar,married,secondary,no,250,yes,no,unknown,193,unknown,no
35,technician,single,secondary,no,126,no,no,cellular,112,unknown,no
57,retired,married,unknown,no,1621,yes,no,unknown,108,unknown,no
25,student,single,secondary,no,8,no,no,cellular,107,unknown,yes
32,self-employed,married,tertiary,no,189,yes,no,unknown,106,unknown,no
52,retired,single,secondary,no,316,no,no,cellular,463,unknown,no
31,self-employed,single,tertiary,yes,-282,yes,no,cellular,131,unknown,no
34,management,married,tertiary,no,-308,yes,no,cellular,140,unknown,no
42,technician,divorced,secondary,no,248,no,no,cellular,163,unknown,no
47,blue-collar,divorced,primary,no,126,yes,no,unknown,2456,unknown,yes
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,76,unknown,yes
30,technician,married,secondary,no,-393,yes,yes,cellular,435,unknown,yes
33,services,single,secondary,no,358,yes,no,cellular,302,failure,no
56,technician,single,tertiary,no,917,no,no,unknown,306,unknown,no
34,admin.,divorced,secondary,no,1268,yes,no,cellular,259,unknown,no
33,technician,married,secondary,no,-163,yes,yes,cellular,502,unknown,no
32,management,single,tertiary,no,473,yes,no,cellular,72,other,no
34,management,married,tertiary,no,4831,yes,no,cellular,265,unknown,no
37,technician,married,secondary,no,1063,yes,no,cellular,413,unknown,no
30,management,married,secondary,no,0,yes,no,cellular,756,unknown,no
29,blue-collar,married,secondary,no,424,yes,yes,unknown,241,unknown,no
56,unemployed,divorced,primary,no,802,no,no,telephone,258,unknown,no
31,management,married,tertiary,no,430,yes,no,cellular,137,unknown,no
59,unknown,married,unknown,no,3940,no,no,unknown,48,unknown,no
36,housemaid,married,secondary,no,2880,no,no,unknown,283,unknown,no
51,blue-collar,divorced,secondary,no,1069,yes,no,unknown,247,unknown,no
54,self-employed,divorced,primary,no,4382,yes,no,telephone,193,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,129,failure,no
32,technician,married,tertiary,no,3939,no,no,cellular,209,unknown,no
42,self-employed,married,tertiary,no,753,no,no,unknown,31,unknown,no
29,blue-collar,married,secondary,no,358,no,no,cellular,88,unknown,no
52,blue-collar,married,primary,no,1141,yes,no,cellular,22,unknown,no
40,technician,married,secondary,no,1259,no,no,unknown,234,unknown,no
30,services,married,secondary,no,227,no,yes,unknown,23,unknown,no
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,353,unknown,yes
49,management,married,tertiary,no,92,yes,no,unknown,221,unknown,no
33,technician,married,tertiary,no,8023,no,no,cellular,196,failure,no
32,services,single,secondary,no,2478,no,yes,cellular,395,unknown,no
21,student,single,secondary,no,6844,no,no,cellular,126,other,no
