age,job,marital,education,default credit,balance,housing,loan,contact,duration,poutcome,y
37,management,single,tertiary,no,815,yes,no,cellular,77,unknown,no
40,technician,single,secondary,no,1001,yes,yes,cellular,148,unknown,no
50,blue-collar,married,secondary,no,16,yes,no,cellular,290,failure,no
45,housemaid,married,tertiary,no,0,yes,no,telephone,309,unknown,no
39,technician,single,tertiary,no,741,yes,no,cellular,69,unknown,no
28,blue-collar,married,secondary,no,-470,yes,no,cellular,275,unknown,no
28,management,single,tertiary,no,682,yes,no,cellular,79,unknown,no
28,blue-collar,married,secondary,no,922,yes,no,cellular,226,other,no
47,blue-collar,married,primary,no,328,yes,no,cellular,58,unknown,no
25,admin.,single,secondary,no,122,yes,no,cellular,481,unknown,yes
46,management,married,secondary,no,21,yes,no,cellular,124,failure,no
35,technician,single,secondary,no,1467,yes,yes,cellular,381,unknown,no
43,blue-collar,divorced,primary,no,1234,yes,no,cellular,307,unknown,no
51,blue-collar,divorced,primary,no,57,yes,yes,cellular,355,unknown,no
27,student,single,tertiary,no,37,yes,no,cellular,125,failure,no
23,blue-collar,single,secondary,no,537,yes,no,cellular,172,other,no
47,blue-collar,married,primary,no,206,yes,yes,cellular,118,unknown,no
50,management,married,secondary,no,0,yes,yes,cellular,55,unknown,no
41,technician,single,tertiary,no,5365,yes,no,cellular,412,unknown,no
57,retired,married,secondary,no,455,yes,no,cellular,361,unknown,no
30,blue-collar,married,secondary,no,-109,yes,yes,cellular,160,unknown,no
34,entrepreneur,married,secondary,no,393,yes,no,cellular,174,failure,no
47,services,married,secondary,no,278,yes,no,cellular,51,other,no
50,services,married,primary,no,5024,yes,yes,cellular,661,other,yes
34,blue-collar,married,unknown,no,0,yes,no,cellular,183,unknown,no
48,services,married,secondary,no,1323,yes,yes,cellular,99,unknown,no
55,services,married,secondary,no,0,no,no,cellular,110,unknown,no
51,services,married,secondary,no,1703,yes,no,cellular,101,unknown,no
43,blue-collar,single,primary,no,181,yes,no,cellular,174,failure,no
53,blue-collar,married,secondary,no,148,yes,no,cellular,66,failure,no
40,blue-collar,married,primary,no,32,yes,no,cellular,102,unknown,no
51,blue-collar,married,secondary,no,160,yes,no,cellular,136,failure,no
49,technician,married,secondary,no,0,yes,no,cellular,190,other,no
36,blue-collar,married,secondary,no,0,yes,no,cellular,332,unknown,no
44,services,married,primary,no,3,yes,no,cellular,228,unknown,no
54,blue-collar,married,primary,no,6242,yes,no,cellular,162,unknown,no
50,services,divorced,secondary,no,339,yes,no,cellular,43,unknown,no
51,technician,married,secondary,no,-1944,yes,no,cellular,623,unknown,yes
55,blue-collar,married,secondary,no,2854,yes,no,cellular,312,unknown,no
41,technician,married,secondary,no,77,yes,no,cellular,56,unknown,no
32,management,married,tertiary,no,1544,yes,no,cellular,265,unknown,no
35,blue-collar,single,secondary,no,2227,yes,no,cellular,219,unknown,no
32,blue-collar,single,secondary,no,-219,yes,no,cellular,446,failure,no
30,entrepreneur,married,secondary,yes,-388,yes,no,cellular,263,failure,no
40,blue-collar,divorced,secondary,no,0,yes,no,cellular,135,unknown,no
58,blue-collar,married,unknown,no,807,yes,no,cellular,57,failure,no
31,technician,single,secondary,no,656,yes,no,cellular,158,other,no
40,blue-collar,married,secondary,no,1938,yes,no,cellular,228,unknown,no
51,admin.,married,secondary,no,3025,no,no,cellular,476,other,yes
38,technician,married,secondary,no,0,yes,yes,cellular,193,other,no
36,blue-collar,married,secondary,no,2095,yes,no,cellular,122,unknown,no
55,blue-collar,married,primary,no,728,yes,no,cellular,247,unknown,no
32,blue-collar,married,secondary,no,489,yes,no,cellular,103,failure,no
34,technician,divorced,secondary,no,592,yes,no,cellular,67,unknown,no
25,services,married,secondary,no,51,yes,yes,cellular,159,failure,no
35,admin.,married,secondary,no,0,yes,no,cellular,121,unknown,no
28,services,married,secondary,no,15,yes,no,cellular,182,failure,no
45,admin.,single,secondary,no,-101,yes,no,cellular,101,failure,no
34,management,married,tertiary,no,676,no,no,cellular,156,success,no
60,blue-collar,married,unknown,no,2090,yes,no,cellular,957,unknown,yes
49,blue-collar,married,secondary,no,-327,yes,no,cellular,423,unknown,no
34,services,married,secondary,no,-99,yes,yes,cellular,258,unknown,no
33,blue-collar,married,secondary,no,478,yes,no,cellular,349,failure,no
28,technician,single,secondary,no,618,yes,no,cellular,281,unknown,no
51,services,married,tertiary,no,218,yes,no,cellular,154,failure,no
59,management,divorced,tertiary,yes,-23,yes,no,telephone,287,unknown,no
28,technician,married,secondary,no,7449,yes,no,cellular,193,unknown,no
31,technician,single,secondary,no,1626,no,no,cellular,356,failure,no
30,management,single,tertiary,no,492,yes,no,cellular,94,unknown,no
53,technician,single,tertiary,no,757,yes,no,cellular,122,unknown,no
47,blue-collar,divorced,primary,no,223,yes,no,telephone,140,unknown,no
56,blue-collar,married,unknown,no,982,yes,yes,cellular,135,unknown,no
44,management,married,tertiary,no,430,no,no,cellular,97,failure,no
31,management,single,secondary,no,202,yes,no,cellular,590,unknown,no
32,blue-collar,single,primary,no,216,yes,no,cellular,87,success,no
43,blue-collar,divorced,secondary,no,-91,yes,yes,cellular,92,other,no
51,services,married,secondary,no,753,yes,no,cellular,541,unknown,no
23,technician,single,unknown,no,231,yes,no,cellular,560,other,no
31,entrepreneur,single,tertiary,no,734,yes,no,cellular,295,other,no
36,admin.,single,secondary,no,9,yes,no,cellular,473,unknown,no
40,unemployed,divorced,secondary,no,193,yes,no,cellular,195,failure,no
28,blue-collar,single,primary,no,553,yes,no,cellular,225,failure,no
24,technician,single,secondary,no,1371,yes,yes,cellular,166,unknown,no
53,blue-collar,single,unknown,no,160,yes,no,cellular,589,unknown,no
44,services,married,primary,no,2386,yes,no,cellular,228,unknown,no
37,management,divorced,tertiary,yes,-1,yes,yes,cellular,101,failure,no
25,blue-collar,single,primary,no,758,yes,no,cellular,258,failure,no
25,student,single,tertiary,no,0,yes,no,cellular,178,unknown,no
50,self-employed,single,secondary,no,766,yes,no,cellular,253,failure,no
29,technician,single,tertiary,no,0,yes,no,cellular,347,failure,yes
48,admin.,married,secondary,no,368,yes,no,telephone,430,failure,no
36,blue-collar,married,primary,no,441,yes,no,cellular,100,failure,no
43,management,married,tertiary,no,1429,yes,no,cellular,1030,success,yes
31,management,single,tertiary,no,0,yes,no,cellular,45,failure,no
38,services,married,primary,no,0,yes,yes,cellular,127,other,no
27,management,single,tertiary,no,405,yes,no,cellular,129,unknown,no
36,management,single,tertiary,no,243,yes,no,cellular,160,failure,no
53,admin.,divorced,secondary,no,26,yes,no,cellular,56,failure,no
40,blue-collar,married,secondary,no,356,yes,yes,cellular,1254,failure,no
31,admin.,single,secondary,no,0,yes,no,cellular,895,failure,yes
53,entrepreneur,married,secondary,no,162,yes,no,cellular,270,unknown,no
45,blue-collar,married,secondary,no,54,yes,no,cellular,279,failure,no
48,management,divorced,secondary,no,122,yes,no,telephone,325,unknown,no
57,technician,married,secondary,no,1753,yes,no,cellular,539,unknown,no
43,blue-collar,married,unknown,no,175,no,no,cellular,54,unknown,no
45,blue-collar,married,primary,no,956,yes,no,cellular,643,unknown,no
26,blue-collar,single,secondary,no,311,yes,no,cellular,798,unknown,yes
30,admin.,single,secondary,no,239,yes,no,cellular,115,unknown,no
24,management,single,tertiary,no,1085,no,yes,cellular,95,unknown,no
42,admin.,single,secondary,no,2790,yes,no,cellular,425,failure,no
27,blue-collar,single,secondary,no,4,yes,no,cellular,153,unknown,no
35,blue-collar,single,secondary,no,142,yes,no,cellular,266,failure,no
34,unemployed,divorced,tertiary,yes,530,yes,no,cellular,57,unknown,no
32,entrepreneur,married,secondary,no,-25,yes,no,cellular,243,unknown,no
46,blue-collar,married,secondary,no,4646,yes,no,cellular,33,failure,no
38,self-employed,divorced,tertiary,no,1513,no,no,cellular,330,failure,no
47,entrepreneur,single,tertiary,no,77,yes,yes,cellular,308,failure,no
47,management,married,tertiary,no,618,yes,no,cellular,50,failure,no
58,management,married,tertiary,no,246,yes,no,cellular,245,failure,no
28,admin.,married,secondary,no,-393,yes,yes,cellular,247,failure,no
38,management,married,unknown,no,546,yes,no,cellular,437,failure,no
27,student,single,secondary,no,8366,no,no,cellular,458,other,no
43,unknown,married,secondary,no,703,yes,no,cellular,96,failure,no
28,admin.,single,secondary,no,697,yes,no,cellular,404,unknown,no
52,management,married,tertiary,no,-1224,yes,no,cellular,253,unknown,no
36,admin.,divorced,secondary,no,181,yes,no,cellular,271,unknown,no
26,services,single,secondary,no,5533,yes,no,cellular,582,failure,no
42,blue-collar,divorced,primary,yes,78,yes,no,cellular,227,unknown,no
28,self-employed,single,tertiary,no,270,yes,no,cellular,49,failure,no
35,blue-collar,married,primary,no,1033,yes,no,cellular,244,unknown,no
50,blue-collar,married,primary,no,162,yes,no,cellular,924,unknown,no
27,services,single,secondary,no,814,yes,no,cellular,62,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,240,failure,no
29,management,married,tertiary,no,2417,yes,no,cellular,126,unknown,no
28,technician,single,secondary,no,417,yes,yes,cellular,188,other,no
37,management,married,tertiary,no,19,yes,no,cellular,580,unknown,no
33,technician,divorced,secondary,no,2,yes,no,cellular,600,failure,no
56,technician,married,secondary,no,264,yes,yes,cellular,639,success,no
41,blue-collar,married,secondary,no,424,yes,no,cellular,83,unknown,no
33,admin.,married,secondary,no,543,yes,no,cellular,244,unknown,no
28,self-employed,single,tertiary,no,75,yes,no,cellular,245,unknown,no
54,blue-collar,divorced,secondary,no,1145,yes,no,cellular,178,unknown,no
24,technician,married,secondary,no,432,yes,no,cellular,212,unknown,no
39,technician,divorced,secondary,no,411,yes,no,cellular,17,unknown,no
36,housemaid,married,secondary,no,556,yes,no,cellular,35,unknown,no
33,services,married,primary,no,0,yes,no,cellular,227,unknown,no
46,entrepreneur,married,tertiary,no,193,yes,no,cellular,201,unknown,no
42,blue-collar,married,primary,no,0,yes,yes,cellular,209,unknown,no
38,technician,married,secondary,no,2000,yes,no,cellular,198,unknown,no
34,admin.,married,secondary,no,48,yes,no,cellular,1806,other,yes
34,technician,single,secondary,no,105,yes,no,cellular,146,failure,no
27,blue-collar,single,secondary,yes,-717,yes,yes,cellular,202,other,no
31,admin.,married,secondary,no,799,yes,no,cellular,556,unknown,no
35,admin.,divorced,secondary,no,0,yes,no,cellular,262,unknown,no
31,technician,single,unknown,no,460,yes,no,cellular,189,unknown,no
23,housemaid,married,tertiary,no,66,yes,no,cellular,1391,unknown,yes
26,housemaid,married,secondary,no,13,yes,no,cellular,132,other,no
31,unemployed,single,tertiary,no,140,yes,no,telephone,11,unknown,no
51,management,married,tertiary,no,1854,yes,yes,cellular,166,failure,no
53,blue-collar,married,primary,no,2144,yes,no,cellular,217,failure,no
49,blue-collar,single,primary,no,2146,yes,no,cellular,1516,other,yes
56,entrepreneur,married,tertiary,no,16125,no,no,telephone,202,failure,no
38,admin.,divorced,tertiary,no,2801,yes,yes,cellular,252,unknown,no
39,blue-collar,married,secondary,no,660,yes,yes,cellular,93,failure,no
38,blue-collar,single,primary,no,0,yes,no,cellular,350,unknown,no
57,services,married,secondary,no,1577,yes,no,telephone,908,other,no
33,blue-collar,married,primary,no,50,yes,no,cellular,246,unknown,no
29,blue-collar,married,secondary,no,-20,yes,no,cellular,140,unknown,no
31,blue-collar,married,secondary,no,1664,yes,no,cellular,603,failure,no
44,self-employed,married,tertiary,no,11757,no,no,cellular,152,unknown,no
37,unemployed,single,secondary,no,490,yes,yes,cellular,739,failure,no
38,blue-collar,divorced,secondary,no,595,yes,no,cellular,245,unknown,no
43,blue-collar,married,secondary,no,1255,yes,yes,cellular,300,unknown,no
41,technician,divorced,secondary,no,348,yes,no,cellular,225,failure,no
28,admin.,single,secondary,no,-181,yes,yes,cellular,429,failure,no
32,blue-collar,single,secondary,no,567,yes,no,cellular,275,other,no
32,management,divorced,tertiary,yes,-277,yes,no,cellular,196,unknown,no
33,technician,single,secondary,no,5214,yes,no,cellular,293,unknown,no
42,unemployed,married,secondary,no,356,yes,no,cellular,787,failure,yes
37,blue-collar,married,secondary,no,740,yes,no,cellular,434,failure,no
55,retired,married,secondary,no,1,yes,no,telephone,79,other,no
32,entrepreneur,married,tertiary,no,0,yes,no,cellular,388,failure,no
50,management,married,tertiary,no,1174,yes,no,cellular,128,unknown,no
45,technician,married,secondary,no,1240,no,no,cellular,269,unknown,no
32,technician,single,tertiary,no,2626,yes,yes,cellular,217,other,no
32,blue-collar,single,tertiary,no,3014,yes,no,cellular,291,unknown,no
40,admin.,married,secondary,no,168,yes,no,cellular,249,failure,no
38,entrepreneur,married,unknown,no,1134,yes,no,cellular,249,failure,no
29,management,married,tertiary,no,991,no,no,cellular,109,unknown,no
32,admin.,married,secondary,no,203,yes,yes,cellular,219,unknown,no
36,management,divorced,tertiary,no,-252,yes,no,cellular,235,other,no
55,management,divorced,tertiary,no,608,yes,no,cellular,161,unknown,no
37,management,married,tertiary,no,591,yes,no,cellular,181,failure,no
39,services,single,secondary,no,1163,yes,no,cellular,432,other,no
59,retired,married,secondary,no,417,yes,no,cellular,476,unknown,no
39,blue-collar,married,secondary,no,62,yes,no,cellular,877,unknown,yes
33,technician,married,secondary,no,348,yes,no,cellular,263,success,no
31,services,single,secondary,no,1192,yes,no,cellular,156,other,no
24,services,single,secondary,no,638,yes,yes,cellular,792,unknown,yes
36,technician,married,secondary,no,197,yes,no,cellular,589,unknown,no
46,technician,divorced,secondary,no,-154,yes,no,cellular,215,failure,no
30,technician,single,tertiary,no,3086,yes,no,cellular,84,failure,no
43,services,single,secondary,no,37,yes,no,cellular,329,unknown,no
33,technician,divorced,tertiary,no,2558,no,no,cellular,680,failure,no
45,admin.,married,secondary,yes,-106,yes,yes,cellular,553,other,yes
35,blue-collar,married,secondary,no,848,yes,no,cellular,174,failure,no
29,self-employed,married,tertiary,no,0,yes,no,cellular,253,failure,no
33,blue-collar,married,secondary,no,1221,yes,no,cellular,127,unknown,no
27,technician,married,secondary,no,130,yes,no,cellular,265,unknown,no
27,housemaid,single,tertiary,no,979,yes,no,cellular,272,other,no
32,blue-collar,married,secondary,no,2263,no,no,cellular,113,unknown,no
45,services,divorced,secondary,no,608,yes,yes,cellular,1135,failure,yes
32,services,single,secondary,no,1274,yes,no,cellular,239,unknown,no
48,management,married,tertiary,no,60,no,no,telephone,376,failure,no
32,admin.,single,secondary,no,626,yes,no,cellular,324,failure,no
30,management,married,tertiary,no,86,yes,yes,cellular,255,failure,no
32,admin.,married,unknown,no,516,yes,no,cellular,20,unknown,no
43,admin.,divorced,secondary,no,146,yes,no,cellular,274,failure,no
33,blue-collar,married,secondary,no,0,yes,no,cellular,831,unknown,no
52,management,married,tertiary,no,0,yes,yes,cellular,541,failure,no
58,entrepreneur,single,tertiary,no,229,yes,no,cellular,162,unknown,no
37,blue-collar,married,secondary,no,-158,yes,yes,cellular,892,unknown,no
59,management,married,primary,no,0,yes,no,telephone,123,unknown,no
57,technician,married,secondary,no,3071,yes,yes,cellular,63,unknown,no
39,technician,divorced,secondary,no,291,yes,no,cellular,882,unknown,yes
44,management,divorced,tertiary,no,0,yes,no,telephone,146,unknown,no
25,self-employed,single,secondary,no,933,yes,no,cellular,463,unknown,no
43,blue-collar,married,primary,no,823,yes,no,telephone,174,unknown,no
24,technician,single,secondary,no,-540,yes,no,cellular,190,unknown,no
25,technician,divorced,tertiary,no,2317,yes,no,cellular,273,unknown,no
33,services,married,secondary,no,0,yes,yes,cellular,172,unknown,no
46,retired,married,primary,no,-35,yes,no,cellular,304,unknown,no
50,blue-collar,married,secondary,no,26,yes,no,cellular,245,failure,no
38,services,married,tertiary,no,563,yes,no,cellular,251,unknown,no
33,technician,divorced,secondary,no,0,yes,no,cellular,177,unknown,no
26,student,single,secondary,no,279,no,no,cellular,239,unknown,no
39,admin.,married,tertiary,no,464,yes,no,cellular,100,unknown,no
22,student,single,secondary,no,252,yes,no,cellular,206,unknown,no
45,blue-collar,divorced,secondary,no,-184,yes,no,cellular,878,failure,yes
39,services,single,secondary,no,403,yes,no,cellular,1262,unknown,yes
46,technician,married,secondary,no,-408,yes,yes,telephone,138,other,no
51,blue-collar,married,unknown,no,0,yes,no,telephone,10,unknown,no
53,blue-collar,married,secondary,no,0,yes,no,cellular,407,unknown,no
35,blue-collar,married,secondary,no,1615,yes,no,cellular,1051,unknown,no
34,admin.,divorced,secondary,no,0,yes,no,cellular,323,unknown,no
27,blue-collar,married,secondary,yes,-584,yes,no,cellular,411,unknown,no
49,management,married,tertiary,no,734,yes,no,cellular,42,failure,no
54,blue-collar,married,secondary,no,1223,yes,no,cellular,369,unknown,no
52,management,married,tertiary,no,249,yes,yes,telephone,100,unknown,no
27,blue-collar,single,secondary,no,185,yes,no,cellular,212,unknown,no
41,management,married,tertiary,no,11103,yes,no,telephone,55,unknown,no
37,blue-collar,married,secondary,no,140,yes,yes,cellular,490,unknown,no
28,admin.,single,secondary,no,26,yes,no,cellular,227,unknown,no
39,blue-collar,single,secondary,no,0,yes,no,cellular,722,unknown,no
45,technician,divorced,secondary,no,3271,no,no,cellular,388,unknown,no
36,blue-collar,married,secondary,no,195,yes,yes,cellular,1297,unknown,no
33,technician,single,secondary,no,781,yes,no,cellular,201,unknown,no
32,technician,single,tertiary,no,1849,yes,no,cellular,155,unknown,no
34,blue-collar,single,primary,no,279,yes,no,cellular,208,failure,no
29,technician,single,secondary,no,281,yes,no,cellular,340,unknown,no
26,technician,married,secondary,no,518,yes,no,cellular,189,unknown,no
28,services,single,secondary,no,805,yes,no,cellular,148,other,no
29,management,married,tertiary,no,202,yes,no,cellular,378,unknown,no
49,blue-collar,married,primary,no,762,yes,no,cellular,373,failure,no
47,services,married,secondary,no,1269,yes,no,cellular,181,other,no
38,blue-collar,married,secondary,no,117,yes,no,cellular,54,failure,no
40,admin.,divorced,unknown,no,64,yes,no,cellular,873,failure,no
43,blue-collar,married,secondary,no,232,yes,no,telephone,128,other,no
37,services,married,secondary,no,4760,yes,no,cellular,182,failure,no
47,blue-collar,divorced,secondary,no,169,yes,no,cellular,141,unknown,no
36,services,divorced,primary,no,418,yes,no,cellular,156,unknown,no
35,management,married,tertiary,no,247,yes,no,cellular,209,other,no
44,technician,married,secondary,no,135,yes,no,cellular,262,unknown,no
40,admin.,divorced,secondary,no,-607,yes,no,cellular,328,failure,no
43,management,married,tertiary,no,9,yes,no,telephone,142,failure,no
42,entrepreneur,married,primary,no,319,yes,no,telephone,17,unknown,no
37,blue-collar,married,primary,no,0,yes,no,telephone,143,unknown,no
57,management,divorced,tertiary,no,52,yes,no,cellular,40,other,no
29,admin.,married,secondary,no,500,yes,no,cellular,8,unknown,no
34,unemployed,married,secondary,no,1243,yes,yes,cellular,157,unknown,no
56,blue-collar,married,secondary,no,1255,yes,no,telephone,145,unknown,no
25,technician,single,secondary,no,50,yes,no,cellular,191,unknown,no
39,admin.,single,secondary,no,2345,yes,no,cellular,491,failure,yes
50,management,married,tertiary,no,400,yes,no,cellular,41,failure,no
33,blue-collar,married,primary,no,245,yes,yes,cellular,253,unknown,no
43,blue-collar,married,secondary,no,0,yes,no,cellular,440,unknown,no
31,management,married,tertiary,no,-181,yes,no,cellular,127,failure,no
39,admin.,single,secondary,no,2749,yes,no,cellular,104,failure,no
44,entrepreneur,married,primary,no,5039,no,no,cellular,317,unknown,no
42,blue-collar,married,primary,no,608,yes,no,cellular,67,unknown,no
31,self-employed,single,unknown,no,7118,yes,no,cellular,795,failure,no
34,unemployed,single,secondary,no,233,yes,no,cellular,11,failure,no
57,retired,divorced,secondary,no,1029,yes,no,cellular,165,unknown,no
37,blue-collar,married,primary,no,120,yes,no,cellular,80,other,no
41,blue-collar,married,secondary,no,2039,yes,no,cellular,729,unknown,yes
42,management,divorced,tertiary,no,357,yes,no,cellular,39,unknown,no
29,admin.,divorced,secondary,no,883,no,yes,cellular,85,unknown,no
42,admin.,single,secondary,no,-149,yes,yes,cellular,33,unknown,no
57,blue-collar,divorced,secondary,no,75,yes,no,cellular,159,failure,no
53,technician,married,tertiary,no,7,no,yes,cellular,57,failure,no
53,technician,divorced,unknown,no,629,yes,no,cellular,298,unknown,no
37,technician,married,secondary,no,1613,yes,no,cellular,266,other,no
33,technician,single,secondary,no,3806,yes,no,cellular,95,unknown,no
48,management,single,tertiary,no,0,yes,yes,cellular,76,unknown,no
30,management,single,tertiary,no,277,yes,no,cellular,166,other,no
41,admin.,divorced,secondary,no,639,yes,no,cellular,88,unknown,no
45,self-employed,married,secondary,no,264,yes,no,cellular,113,failure,no
39,management,married,tertiary,no,3518,yes,no,cellular,440,unknown,no
32,technician,married,secondary,no,56,yes,no,cellular,126,other,no
40,self-employed,married,secondary,no,167,yes,yes,cellular,380,failure,no
57,services,married,secondary,no,68,yes,no,cellular,65,unknown,no
45,admin.,single,secondary,no,0,yes,no,cellular,38,unknown,no
45,services,married,secondary,no,770,yes,no,cellular,114,unknown,no
45,management,married,secondary,no,458,yes,no,cellular,181,unknown,no
46,management,married,secondary,no,174,yes,no,cellular,157,unknown,no
56,admin.,divorced,unknown,no,789,yes,no,cellular,1022,failure,no
56,technician,married,secondary,no,2313,yes,no,cellular,293,failure,no
40,blue-collar,divorced,primary,no,71,yes,no,cellular,225,unknown,no
34,technician,married,secondary,no,1234,yes,no,cellular,106,failure,no
38,blue-collar,single,primary,no,0,yes,yes,cellular,84,failure,no
33,blue-collar,married,primary,no,0,no,no,cellular,174,unknown,no
41,management,married,tertiary,no,-4,yes,no,cellular,72,failure,no
43,blue-collar,married,secondary,no,2,yes,yes,cellular,7,unknown,no
43,technician,married,secondary,no,-330,yes,yes,cellular,105,unknown,no
27,management,single,tertiary,no,1137,yes,no,cellular,26,unknown,no
33,technician,married,tertiary,no,0,yes,no,cellular,206,unknown,no
33,technician,single,secondary,no,220,yes,no,cellular,197,unknown,no
34,management,single,tertiary,no,5945,yes,no,cellular,285,failure,no
59,self-employed,married,tertiary,no,6237,yes,no,cellular,63,failure,no
39,services,married,secondary,no,100,yes,no,cellular,132,unknown,no
42,blue-collar,divorced,primary,no,28,yes,no,cellular,213,unknown,no
30,blue-collar,married,secondary,no,194,yes,no,cellular,475,unknown,no
31,technician,single,secondary,no,106,yes,no,cellular,94,unknown,no
23,technician,single,secondary,no,4,yes,no,cellular,763,unknown,yes
49,technician,married,tertiary,no,-129,yes,no,cellular,240,unknown,no
40,admin.,divorced,secondary,no,2679,yes,yes,cellular,122,failure,no
31,technician,single,secondary,no,691,yes,no,cellular,198,unknown,no
39,admin.,single,secondary,no,1965,yes,no,cellular,247,unknown,no
56,management,married,tertiary,no,73,yes,no,cellular,122,failure,no
43,admin.,single,secondary,no,979,yes,no,cellular,154,unknown,no
31,unemployed,divorced,secondary,no,1144,yes,no,cellular,65,failure,no
41,blue-collar,divorced,secondary,no,-274,yes,no,cellular,279,unknown,no
46,management,married,tertiary,no,716,yes,yes,cellular,557,failure,no
32,unemployed,single,secondary,no,747,yes,no,cellular,130,unknown,no
34,management,single,tertiary,no,220,yes,no,telephone,63,unknown,no
32,technician,married,secondary,no,0,yes,no,cellular,77,unknown,no
55,services,married,secondary,no,244,yes,no,cellular,171,unknown,no
35,blue-collar,married,primary,no,0,yes,no,cellular,265,failure,no
30,technician,married,secondary,no,4,yes,no,cellular,17,unknown,no
39,management,divorced,tertiary,no,299,yes,no,cellular,40,unknown,no
57,technician,married,secondary,no,28,yes,no,cellular,163,failure,no
48,management,divorced,tertiary,no,313,no,no,cellular,208,unknown,no
51,admin.,divorced,secondary,no,74,yes,no,cellular,74,failure,no
58,technician,married,secondary,no,950,yes,no,cellular,49,failure,no
36,admin.,single,secondary,no,506,yes,no,cellular,208,unknown,no
40,management,single,primary,no,259,yes,no,cellular,70,unknown,no
54,entrepreneur,married,unknown,no,19,yes,no,cellular,103,failure,no
35,blue-collar,married,secondary,no,156,yes,no,cellular,302,failure,no
31,technician,single,secondary,no,-423,yes,no,cellular,103,unknown,no
38,entrepreneur,married,primary,no,350,yes,no,cellular,75,unknown,no
48,blue-collar,married,secondary,no,1794,yes,yes,cellular,97,failure,no
48,management,divorced,tertiary,no,84,yes,no,cellular,14,failure,no
36,services,married,secondary,no,-182,yes,yes,cellular,19,other,no
31,blue-collar,married,secondary,no,8,yes,no,cellular,98,failure,no
32,blue-collar,single,secondary,no,259,yes,no,cellular,158,failure,no
46,retired,married,secondary,no,2396,no,no,cellular,307,unknown,no
50,technician,married,secondary,no,20,yes,no,cellular,57,failure,no
41,blue-collar,married,primary,no,1428,yes,yes,cellular,182,unknown,no
44,technician,married,secondary,no,533,yes,no,cellular,153,failure,no
46,blue-collar,married,primary,no,9083,yes,no,cellular,389,unknown,no
39,blue-collar,married,secondary,no,171,yes,yes,cellular,153,failure,no
49,services,married,secondary,no,4300,yes,yes,cellular,134,failure,no
40,technician,divorced,secondary,no,-163,yes,no,cellular,290,unknown,no
40,admin.,married,secondary,no,526,yes,no,cellular,851,unknown,no
27,blue-collar,married,secondary,no,14,no,no,cellular,295,unknown,no
48,blue-collar,married,secondary,no,5078,yes,no,telephone,139,unknown,no
47,management,married,tertiary,no,296,yes,no,cellular,500,unknown,no
57,admin.,married,secondary,no,6005,yes,no,cellular,704,failure,yes
36,blue-collar,married,secondary,no,74,yes,no,cellular,168,unknown,no
31,blue-collar,married,secondary,no,-190,yes,yes,cellular,299,unknown,no
23,blue-collar,single,secondary,no,0,yes,no,cellular,6,failure,no
32,blue-collar,single,primary,no,1918,yes,no,cellular,318,failure,no
27,self-employed,single,secondary,no,23,yes,no,cellular,291,unknown,no
46,blue-collar,married,unknown,no,842,yes,no,telephone,833,unknown,yes
56,retired,married,secondary,no,2330,no,no,cellular,209,unknown,no
36,blue-collar,married,secondary,no,0,yes,no,cellular,113,unknown,no
43,management,married,tertiary,no,489,yes,no,cellular,130,other,no
53,admin.,married,primary,no,0,yes,no,cellular,86,failure,no
40,management,married,secondary,no,408,yes,no,cellular,80,failure,no
38,admin.,divorced,secondary,no,859,yes,yes,cellular,52,failure,no
36,services,married,secondary,no,0,yes,no,cellular,346,failure,no
49,management,married,tertiary,no,1311,yes,no,cellular,813,unknown,yes
32,admin.,married,secondary,no,-4,no,no,cellular,47,unknown,no
48,management,married,unknown,no,0,yes,no,cellular,612,other,no
56,blue-collar,married,primary,no,-116,yes,no,cellular,1014,unknown,no
47,blue-collar,married,secondary,no,265,yes,no,cellular,144,failure,no
51,management,divorced,secondary,no,-35,yes,no,cellular,498,failure,no
40,management,married,tertiary,no,0,yes,no,cellular,232,unknown,no
50,blue-collar,divorced,secondary,no,-441,yes,no,cellular,203,unknown,no
37,technician,divorced,secondary,no,262,yes,no,cellular,268,other,no
39,blue-collar,married,secondary,no,860,yes,no,cellular,312,unknown,no
44,technician,married,secondary,no,227,yes,yes,cellular,364,failure,no
48,services,divorced,secondary,no,62,yes,no,cellular,561,unknown,no
33,management,divorced,tertiary,no,0,yes,no,cellular,212,unknown,no
48,admin.,married,secondary,no,1131,no,yes,cellular,49,unknown,no
35,management,single,tertiary,no,642,no,no,cellular,278,unknown,no
31,management,single,secondary,no,1090,yes,no,cellular,50,failure,no
53,technician,married,unknown,no,253,yes,no,cellular,763,unknown,no
51,blue-collar,divorced,secondary,no,203,yes,no,cellular,134,failure,no
45,services,married,secondary,no,972,yes,no,cellular,343,failure,no
43,services,married,secondary,no,177,yes,no,cellular,120,unknown,no
38,admin.,divorced,secondary,no,258,yes,no,cellular,191,unknown,no
41,retired,single,primary,no,0,no,no,cellular,239,failure,no
29,technician,single,secondary,no,156,yes,no,cellular,111,other,no
37,blue-collar,single,secondary,no,180,yes,no,cellular,114,unknown,no
50,technician,married,unknown,no,-287,yes,no,cellular,92,failure,no
49,services,single,secondary,no,1884,yes,no,cellular,43,unknown,no
42,management,married,tertiary,no,0,yes,no,cellular,88,failure,no
